Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency
L78,19646,A17,C38,B21,PCS,C,C06
L91,17735,A12,C36,B23,PCS,D,C07
L42,18239,A19,C40,B29,PCS,C,C08
L51,13214,A17,C38,B25,PCS,D,C08
L52,15300,A10,C40,B27,PCS,C,C10
L55,14890,A11,C38,B24,PCS,C,C05
L60,19818,A16,C37,B26,PCS,D,C10
L73,10743,A20,C35,B24,PCS,C,C06
L90,17468,A17,C40,B25,PCS,D,C02
L27,18789,A16,C39,B30,PCS,C,C01
L31,14839,A13,C35,B23,PCS,D,C01
L33,16947,A10,C37,B30,PCS,D,C01
L37,15691,A15,C40,B20,PCS,C,C02
L51,12774,A19,C31,B29,PCS,D,C04
L66,13776,A19,C39,B27,PCS,D,C04
L64,19773,A13,C39,B29,PCS,D,C08
L66,16028,A19,C32,B30,PCS,C,C08
L76,19603,A13,C30,B25,PCS,D,C01
L89,15685,A12,C33,B22,PCS,D,C07
L15,15573,A20,C32,B21,PCS,C,C08
L36,14111,A12,C31,B27,PCS,D,C04
L42,19047,A19,C39,B28,PCS,D,C05
L45,16205,A16,C35,B29,PCS,C,C04
L58,15758,A16,C35,B20,PCS,D,C05
L63,13041,A19,C38,B27,PCS,D,C09
L66,19184,A13,C34,B30,PCS,D,C05
L75,19028,A10,C40,B29,PCS,D,C06
L76,13020,A16,C30,B28,PCS,C,C10
L14,19258,A12,C31,B30,PCS,C,C03
L14,11125,A16,C31,B26,PCS,C,C03
L19,13204,A13,C32,B24,PCS,C,C08
L23,16141,A18,C32,B26,PCS,C,C09
L29,16586,A18,C39,B22,PCS,D,C06
L35,17819,A18,C34,B22,PCS,C,C08
L40,13862,A13,C30,B25,PCS,C,C04
L48,15524,A11,C30,B29,PCS,C,C07
L51,18152,A20,C36,B27,PCS,D,C03
L53,15438,A15,C31,B26,PCS,D,C07
L55,17002,A10,C37,B26,PCS,D,C09
L65,16799,A17,C39,B23,PCS,C,C06
L79,12946,A15,C31,B30,PCS,C,C05
L79,17497,A16,C37,B27,PCS,D,C10
L83,14279,A12,C32,B28,PCS,D,C09
L54,12692,A14,C33,B25,PCS,C,C05
L60,11645,A13,C39,B21,PCS,D,C01
L89,19887,A19,C32,B28,PCS,C,C04
L97,19723,A16,C40,B28,PCS,C,C03
L12,15546,A11,C39,B25,PCS,C,C05
L15,17010,A16,C35,B22,PCS,D,C09
L81,16546,A10,C36,B23,PCS,C,C02
L85,12359,A13,C37,B22,PCS,D,C02
L37,10926,A16,C39,B26,PCS,D,C03
L56,17873,A14,C40,B24,PCS,C,C03
L65,19161,A18,C34,B30,PCS,D,C09
L86,10201,A18,C40,B23,PCS,D,C05
L90,11489,A12,C31,B20,PCS,C,C05
L24,15101,A19,C33,B25,PCS,C,C08
L64,11029,A19,C31,B30,PCS,D,C08
L78,18099,A19,C37,B29,PCS,D,C01
L83,10982,A14,C38,B26,PCS,C,C08
L87,14044,A15,C37,B28,PCS,C,C02
L20,12539,A18,C40,B20,PCS,C,C10
L25,17185,A18,C31,B25,PCS,D,C03
L39,13132,A13,C39,B23,PCS,C,C01
L57,16191,A13,C32,B20,PCS,C,C04
L87,17140,A16,C30,B29,PCS,C,C09
L90,10035,A19,C40,B20,PCS,D,C09
L94,14902,A19,C30,B26,PCS,C,C05
L98,18679,A16,C34,B28,PCS,C,C04
L99,17879,A16,C37,B21,PCS,D,C04
L16,19388,A15,C31,B29,PCS,C,C04
L22,17836,A16,C39,B27,PCS,C,C02
L37,15171,A15,C32,B20,PCS,C,C04
L50,15683,A10,C38,B26,PCS,D,C06
L51,16436,A20,C39,B25,PCS,C,C09
L52,15026,A14,C38,B27,PCS,C,C10
L55,18350,A18,C38,B28,PCS,C,C07
L80,17773,A18,C39,B25,PCS,D,C02
L23,15572,A15,C35,B29,PCS,D,C05
L72,13612,A19,C30,B30,PCS,D,C09
L90,12100,A13,C37,B27,PCS,C,C08
L90,14111,A17,C33,B24,PCS,C,C01
L93,13589,A11,C35,B25,PCS,C,C06
L10,10628,A10,C33,B29,PCS,D,C08
L63,18365,A19,C30,B28,PCS,C,C04
L65,17119,A10,C36,B27,PCS,D,C03
L83,17923,A11,C33,B24,PCS,D,C08
L13,13751,A19,C38,B27,PCS,D,C04
L17,17864,A10,C40,B26,PCS,D,C05
L33,16797,A17,C30,B30,PCS,D,C06
L38,15051,A15,C36,B27,PCS,D,C03
L39,16187,A12,C32,B29,PCS,C,C07
L40,10429,A11,C33,B28,PCS,C,C02
L53,12338,A12,C39,B23,PCS,C,C03
L70,18091,A15,C38,B27,PCS,D,C09
L77,17971,A18,C34,B25,PCS,D,C04
L77,19342,A19,C40,B29,PCS,C,C09
L92,13900,A17,C32,B20,PCS,D,C09
L92,12168,A16,C35,B29,PCS,D,C02
L14,10131,A10,C40,B24,PCS,D,C09
L22,17532,A19,C38,B26,PCS,C,C02
L42,10782,A14,C30,B26,PCS,D,C06
L49,15414,A12,C38,B28,PCS,D,C05
L73,14291,A15,C38,B21,PCS,D,C06
L95,11387,A17,C39,B25,PCS,D,C03
L15,18525,A16,C32,B25,PCS,C,C03
L21,19052,A15,C39,B20,PCS,D,C08
L23,18532,A19,C37,B25,PCS,D,C02
L41,15310,A13,C34,B20,PCS,C,C01
L50,18617,A19,C30,B23,PCS,D,C03
L54,10616,A15,C40,B25,PCS,D,C10
L97,17048,A13,C33,B22,PCS,D,C08
L13,12418,A19,C39,B24,PCS,C,C01
L13,15778,A19,C31,B29,PCS,D,C05
L23,14828,A19,C38,B20,PCS,C,C05
L49,18278,A12,C40,B29,PCS,D,C02
L51,11375,A15,C34,B25,PCS,D,C02
L51,19902,A13,C36,B24,PCS,C,C05
L65,12943,A17,C36,B25,PCS,D,C05
L89,11602,A20,C34,B29,PCS,D,C06
L12,17990,A13,C34,B27,PCS,D,C03
L44,16998,A10,C31,B30,PCS,D,C06
L47,15063,A15,C37,B25,PCS,C,C07
L56,13839,A15,C37,B20,PCS,D,C02
L63,10961,A13,C32,B30,PCS,C,C03
L85,13970,A19,C39,B24,PCS,C,C10
L92,18887,A12,C33,B25,PCS,D,C10
L13,10772,A20,C39,B28,PCS,D,C05
L14,13771,A13,C38,B28,PCS,C,C06
L24,14020,A13,C31,B27,PCS,C,C01
L65,17284,A14,C33,B26,PCS,C,C09
L93,11338,A16,C30,B28,PCS,D,C05
L36,14222,A11,C30,B26,PCS,D,C05
L48,10717,A14,C32,B23,PCS,C,C01
L49,16594,A19,C34,B25,PCS,D,C02
L65,19808,A14,C30,B30,PCS,D,C03
L75,14688,A16,C33,B27,PCS,D,C04
L86,12003,A16,C39,B20,PCS,C,C03
L94,15368,A12,C39,B24,PCS,D,C03
L97,14420,A16,C30,B23,PCS,C,C02
L31,11120,A16,C36,B25,PCS,D,C01
L32,18167,A16,C34,B28,PCS,D,C03
L96,19079,A14,C36,B24,PCS,C,C10
L96,18767,A16,C35,B27,PCS,D,C03
L20,16455,A12,C30,B20,PCS,C,C06
L28,14216,A12,C30,B26,PCS,C,C01
L34,16566,A15,C30,B23,PCS,C,C07
L37,15477,A16,C35,B29,PCS,C,C06
L42,16847,A19,C33,B20,PCS,D,C07
L49,19704,A16,C34,B23,PCS,C,C04
L54,14190,A11,C40,B26,PCS,C,C10
L62,13490,A12,C33,B27,PCS,C,C07
L85,18520,A16,C35,B29,PCS,D,C06
L85,10639,A13,C40,B28,PCS,D,C08
L91,14549,A19,C31,B24,PCS,D,C03
L14,14981,A17,C34,B25,PCS,C,C07
L15,14083,A20,C39,B21,PCS,D,C05
L22,12874,A20,C36,B29,PCS,D,C01
L27,14865,A12,C32,B22,PCS,C,C07
L29,14274,A10,C35,B28,PCS,C,C06
L29,19168,A17,C33,B25,PCS,C,C02
L35,11932,A17,C36,B27,PCS,C,C08
L37,14339,A16,C34,B27,PCS,D,C03
L48,19226,A12,C36,B26,PCS,C,C06
L55,13563,A13,C32,B20,PCS,D,C03
L55,12845,A14,C37,B26,PCS,C,C06
L58,16282,A13,C30,B22,PCS,D,C09
L70,17836,A20,C32,B27,PCS,C,C07
L90,17017,A11,C31,B24,PCS,C,C03
L16,16726,A10,C40,B28,PCS,D,C03
L26,10868,A13,C40,B21,PCS,C,C04
L30,18410,A14,C34,B30,PCS,C,C09
L40,11555,A14,C40,B21,PCS,C,C04
L44,18115,A17,C35,B27,PCS,C,C08
L50,16468,A18,C33,B26,PCS,D,C10
L53,19290,A14,C30,B26,PCS,D,C06
L59,13015,A13,C32,B21,PCS,C,C04
L68,15299,A14,C37,B20,PCS,D,C06
L78,14212,A20,C40,B23,PCS,C,C10
L98,16692,A10,C36,B26,PCS,C,C01
L12,13762,A11,C39,B27,PCS,D,C01
L29,14492,A13,C33,B30,PCS,C,C01
L38,14897,A18,C37,B20,PCS,C,C02
L41,12178,A19,C34,B25,PCS,C,C05
L50,10913,A13,C32,B22,PCS,C,C01
L74,19530,A17,C34,B26,PCS,D,C10
L83,13109,A12,C33,B25,PCS,C,C04
L86,15156,A17,C36,B24,PCS,C,C08
L93,14381,A16,C33,B26,PCS,D,C06
L99,18986,A13,C33,B22,PCS,D,C08
L45,16513,A11,C34,B20,PCS,D,C02
L46,10857,A20,C37,B25,PCS,D,C10
L56,17790,A13,C37,B21,PCS,D,C09
L62,17388,A13,C35,B30,PCS,C,C01
L70,17929,A15,C32,B24,PCS,C,C01
L82,18544,A12,C38,B20,PCS,D,C02
L22,16012,A18,C37,B27,PCS,C,C07
L27,15810,A18,C34,B22,PCS,D,C01
L37,16199,A10,C36,B26,PCS,C,C02
L67,16091,A16,C31,B29,PCS,C,C02
L72,13235,A10,C37,B28,PCS,C,C10
L82,14157,A10,C33,B21,PCS,D,C06
L89,16060,A19,C37,B22,PCS,D,C07
L96,18859,A12,C40,B24,PCS,D,C07
L11,13640,A19,C39,B23,PCS,C,C01
L25,17994,A11,C37,B30,PCS,C,C03
L31,14912,A13,C31,B24,PCS,C,C07
L49,13262,A11,C39,B23,PCS,C,C06
L49,19038,A18,C38,B27,PCS,C,C05
L52,17546,A10,C32,B26,PCS,D,C06
L70,11726,A13,C31,B26,PCS,D,C03
L81,11654,A17,C38,B28,PCS,D,C10
L86,10971,A19,C39,B20,PCS,D,C03
L13,16376,A14,C31,B29,PCS,C,C06
L15,19588,A11,C33,B24,PCS,C,C01
L20,14617,A17,C38,B27,PCS,D,C08
L24,12893,A11,C31,B30,PCS,C,C08
L46,10307,A18,C38,B30,PCS,C,C10
L16,17126,A15,C37,B21,PCS,C,C08
L21,13623,A20,C30,B27,PCS,C,C01
L45,17995,A13,C38,B20,PCS,C,C09
L50,14946,A17,C36,B23,PCS,C,C04
L50,13407,A10,C31,B23,PCS,D,C10
L57,12453,A13,C36,B30,PCS,C,C05
L58,11693,A16,C30,B21,PCS,C,C07
L79,19052,A11,C37,B28,PCS,D,C05
L89,18684,A11,C31,B22,PCS,D,C02
L17,10317,A10,C39,B20,PCS,C,C01
L18,19401,A19,C38,B20,PCS,D,C05
L30,16229,A19,C31,B22,PCS,D,C02
L35,14956,A20,C31,B20,PCS,C,C10
L43,18362,A16,C36,B24,PCS,D,C06
L49,13381,A11,C32,B20,PCS,D,C09
L50,13232,A12,C38,B22,PCS,C,C05
L57,14208,A18,C38,B30,PCS,C,C10
L59,10313,A13,C39,B22,PCS,D,C05
L72,16183,A19,C34,B25,PCS,C,C04
L73,13289,A16,C30,B26,PCS,C,C08
L74,10339,A14,C39,B25,PCS,D,C06
L93,17465,A17,C35,B30,PCS,C,C07
L27,19053,A11,C31,B30,PCS,C,C09
L29,15459,A14,C32,B30,PCS,C,C09
L31,18420,A16,C32,B28,PCS,C,C06
L38,16924,A13,C40,B26,PCS,D,C04
L42,18147,A20,C30,B23,PCS,D,C02
L66,13394,A18,C40,B20,PCS,C,C08
L78,13723,A20,C37,B24,PCS,D,C04
L89,16551,A17,C30,B23,PCS,C,C03
L94,19204,A13,C32,B24,PCS,D,C10
L11,14360,A15,C34,B27,PCS,C,C06
L17,11904,A19,C40,B24,PCS,C,C06
L25,18379,A16,C34,B21,PCS,C,C10
L28,13839,A18,C33,B24,PCS,C,C08
L58,15059,A20,C30,B27,PCS,C,C05
L69,19623,A14,C33,B20,PCS,C,C05
L99,18492,A18,C39,B24,PCS,C,C10
L14,17937,A16,C37,B22,PCS,C,C02
L19,16654,A10,C40,B28,PCS,D,C10
L24,12803,A12,C34,B22,PCS,C,C03
L25,13144,A10,C39,B28,PCS,C,C06
L47,12777,A20,C35,B25,PCS,C,C03
L71,19039,A16,C34,B28,PCS,D,C04
L82,16416,A11,C37,B26,PCS,D,C06
L96,17118,A14,C34,B28,PCS,D,C08
L99,12934,A19,C37,B29,PCS,D,C08
L21,16436,A14,C33,B30,PCS,D,C01
L24,16880,A18,C38,B22,PCS,D,C09
L27,15383,A11,C30,B22,PCS,D,C04
L60,12149,A14,C39,B24,PCS,C,C02
L68,16396,A12,C33,B24,PCS,C,C07
L74,10288,A11,C30,B30,PCS,C,C06
L80,10603,A15,C36,B23,PCS,D,C03
L35,14374,A13,C32,B29,PCS,C,C08
L50,15488,A17,C40,B22,PCS,D,C10
L50,10763,A14,C39,B26,PCS,D,C10
L55,13276,A13,C38,B23,PCS,D,C10
L69,13383,A10,C32,B23,PCS,C,C07
L78,12843,A16,C32,B21,PCS,D,C02
L79,13004,A12,C33,B28,PCS,C,C08
L84,17636,A17,C35,B26,PCS,C,C09
L94,12051,A12,C35,B25,PCS,C,C03
L14,17816,A19,C31,B20,PCS,C,C07
L16,18470,A17,C31,B25,PCS,C,C03
L18,14893,A14,C30,B27,PCS,D,C03
L27,19477,A12,C40,B30,PCS,D,C03
L31,14570,A15,C33,B25,PCS,C,C05
L54,19628,A13,C32,B23,PCS,C,C04
L60,18369,A12,C37,B21,PCS,C,C06
L66,10374,A19,C34,B30,PCS,D,C10
L69,13727,A13,C30,B22,PCS,C,C10
L69,17123,A12,C38,B28,PCS,C,C02
L76,14550,A15,C40,B25,PCS,C,C02
L89,14582,A13,C30,B25,PCS,C,C01
L99,11150,A13,C30,B22,PCS,D,C10
L25,10678,A20,C30,B28,PCS,C,C03
L29,16460,A18,C39,B30,PCS,C,C07
L32,10793,A17,C39,B25,PCS,C,C04
L34,11210,A17,C30,B20,PCS,D,C04
L43,16146,A17,C33,B30,PCS,C,C07
L51,15585,A13,C40,B30,PCS,C,C03
L62,10318,A19,C36,B21,PCS,C,C01
L69,19034,A17,C37,B22,PCS,D,C03
L81,11958,A15,C37,B21,PCS,D,C07
L12,10643,A17,C40,B20,PCS,D,C01
L19,12121,A20,C33,B29,PCS,D,C01
L37,11827,A11,C31,B26,PCS,C,C05
L41,14511,A10,C40,B29,PCS,C,C05
L53,14894,A14,C34,B24,PCS,C,C07
L58,12880,A18,C39,B30,PCS,D,C06
L67,19702,A19,C37,B22,PCS,C,C07
L70,16649,A10,C37,B24,PCS,D,C06
L87,15150,A11,C33,B24,PCS,D,C02
L98,19033,A13,C30,B24,PCS,C,C04
L11,13530,A10,C34,B23,PCS,D,C04
L19,19106,A19,C40,B24,PCS,D,C07
L21,10081,A15,C40,B30,PCS,D,C04
L25,12326,A14,C36,B23,PCS,C,C04
L37,12008,A11,C39,B30,PCS,D,C08
L42,12116,A15,C30,B29,PCS,C,C03
L59,12439,A19,C32,B26,PCS,D,C02
L71,10766,A20,C35,B24,PCS,C,C01
L72,14085,A11,C30,B24,PCS,D,C07
L97,11420,A17,C37,B21,PCS,D,C07
L98,18360,A14,C32,B20,PCS,C,C06
L30,11272,A11,C31,B28,PCS,D,C02
L45,19950,A11,C37,B27,PCS,D,C03
L45,19957,A12,C36,B30,PCS,C,C08
L55,15348,A15,C32,B21,PCS,D,C07
L59,13927,A19,C40,B22,PCS,C,C03
L61,14878,A10,C31,B20,PCS,C,C04
L74,12176,A10,C32,B22,PCS,C,C10
L13,11749,A18,C35,B29,PCS,D,C07
L30,16948,A15,C37,B29,PCS,D,C07
L31,18473,A18,C36,B28,PCS,D,C04
L43,18087,A17,C37,B28,PCS,C,C07
L55,15183,A19,C34,B22,PCS,D,C08
L60,17842,A10,C32,B26,PCS,D,C05
L62,14843,A18,C38,B25,PCS,D,C01
L88,11194,A10,C32,B24,PCS,C,C06
L10,18457,A16,C35,B21,PCS,C,C08
L29,14812,A19,C40,B23,PCS,C,C10
L32,10389,A12,C30,B29,PCS,C,C08
L32,16152,A14,C39,B26,PCS,C,C10
L45,16289,A18,C40,B23,PCS,D,C03
L50,18166,A10,C36,B26,PCS,C,C06
L59,18386,A20,C40,B21,PCS,C,C08
L61,14813,A10,C36,B30,PCS,D,C03
L73,14765,A15,C34,B20,PCS,D,C09
L79,10937,A10,C38,B26,PCS,D,C01
L81,12962,A10,C30,B27,PCS,D,C07
L87,17873,A18,C30,B27,PCS,C,C06
L92,19664,A18,C34,B27,PCS,D,C10
L98,11888,A10,C30,B26,PCS,D,C08
L47,19567,A19,C39,B26,PCS,C,C05
L47,19818,A15,C34,B27,PCS,C,C07
L49,14905,A19,C38,B27,PCS,C,C03
L54,16993,A10,C33,B25,PCS,C,C01
L62,13556,A12,C33,B26,PCS,D,C02
L83,19825,A18,C34,B24,PCS,C,C08
L94,14277,A18,C36,B30,PCS,C,C04
L36,11463,A19,C40,B26,PCS,D,C06
L59,19919,A14,C34,B21,PCS,D,C07
L76,13353,A17,C30,B30,PCS,D,C04
L32,13432,A12,C30,B25,PCS,C,C03
L39,16500,A14,C33,B26,PCS,D,C10
L40,10955,A10,C40,B24,PCS,C,C10
L41,15065,A11,C40,B22,PCS,D,C09
L52,12237,A15,C40,B24,PCS,D,C03
L65,10751,A20,C33,B24,PCS,D,C07
L66,15587,A17,C38,B27,PCS,D,C08
L73,19335,A20,C40,B23,PCS,C,C08
L87,11729,A13,C34,B26,PCS,D,C01
L12,15569,A19,C33,B28,PCS,C,C10
L18,12131,A14,C38,B20,PCS,D,C04
L26,10972,A12,C37,B23,PCS,D,C01
L52,15885,A11,C36,B22,PCS,C,C05
L53,19191,A10,C32,B24,PCS,C,C09
L65,10568,A18,C32,B29,PCS,C,C07
L67,18199,A14,C38,B22,PCS,D,C01
L72,18823,A11,C32,B28,PCS,D,C02
L87,10281,A16,C35,B29,PCS,C,C04
L87,12751,A12,C37,B21,PCS,D,C06
L90,13299,A18,C40,B22,PCS,C,C04
L97,17793,A13,C36,B23,PCS,D,C07
L15,19481,A11,C31,B26,PCS,C,C04
L20,19229,A19,C32,B28,PCS,D,C01
L22,11016,A19,C35,B22,PCS,C,C08
L25,14867,A13,C31,B25,PCS,C,C04
L33,14468,A20,C31,B24,PCS,C,C10
L36,13142,A17,C31,B29,PCS,C,C10
L38,12519,A20,C37,B27,PCS,C,C05
L64,19364,A13,C32,B29,PCS,D,C09
L65,16130,A16,C30,B24,PCS,C,C08
L66,11438,A15,C34,B30,PCS,C,C04
L75,12130,A15,C38,B27,PCS,D,C10
L79,13977,A13,C34,B26,PCS,C,C02
L97,13317,A16,C34,B25,PCS,C,C06
L99,15468,A16,C38,B25,PCS,D,C09
L16,13374,A16,C38,B29,PCS,D,C03
L21,19943,A18,C34,B26,PCS,C,C07
L25,17039,A13,C33,B20,PCS,D,C10
L26,17381,A11,C37,B26,PCS,C,C09
L35,16423,A20,C31,B24,PCS,D,C02
L45,10870,A10,C36,B24,PCS,D,C03
L79,16879,A14,C40,B27,PCS,C,C10
L80,17436,A20,C38,B29,PCS,D,C01
L89,16460,A18,C35,B27,PCS,C,C05
L14,19932,A15,C36,B25,PCS,C,C05
L62,12369,A10,C38,B20,PCS,C,C10
L73,14648,A13,C37,B26,PCS,C,C03
L74,16836,A15,C37,B29,PCS,D,C10
L84,15650,A13,C30,B22,PCS,D,C10
L92,17561,A11,C35,B27,PCS,C,C01
L28,12816,A12,C30,B20,PCS,C,C01
L32,17464,A13,C38,B21,PCS,D,C10
L33,14386,A18,C33,B25,PCS,C,C07
L34,18009,A14,C31,B21,PCS,D,C03
L41,14355,A15,C31,B29,PCS,C,C03
L49,18176,A16,C39,B29,PCS,C,C09
L63,13370,A20,C39,B30,PCS,D,C01
L71,14831,A19,C40,B30,PCS,C,C08
L73,15887,A14,C31,B24,PCS,C,C05
L73,11288,A12,C40,B28,PCS,D,C02
L79,18949,A15,C40,B27,PCS,D,C08
L84,12538,A10,C31,B20,PCS,D,C01
L10,16376,A11,C40,B26,PCS,C,C06
L27,13890,A19,C33,B30,PCS,D,C09
L34,13681,A11,C32,B30,PCS,D,C08
L41,19270,A17,C37,B24,PCS,D,C01
L45,15680,A15,C32,B27,PCS,C,C04
L75,10790,A16,C32,B22,PCS,D,C09
L92,11344,A19,C35,B26,PCS,D,C10
L44,13295,A19,C38,B29,PCS,D,C05
L53,11820,A16,C38,B26,PCS,D,C10
L67,19699,A17,C32,B26,PCS,C,C07
L72,12772,A17,C34,B27,PCS,D,C04
L76,16691,A11,C36,B20,PCS,D,C03
L76,17828,A10,C35,B20,PCS,C,C09
L88,15796,A17,C38,B26,PCS,D,C09
L20,11409,A10,C38,B20,PCS,C,C06
L39,18310,A17,C40,B23,PCS,D,C05
L49,17655,A12,C35,B30,PCS,D,C04
L62,15358,A12,C30,B26,PCS,D,C04
L65,14721,A16,C31,B24,PCS,C,C04
L65,11092,A16,C38,B30,PCS,C,C08
L78,12898,A11,C34,B26,PCS,D,C04
L83,14944,A13,C32,B30,PCS,D,C03
L89,14597,A12,C39,B21,PCS,D,C05
L90,12775,A12,C31,B23,PCS,D,C01
L95,11187,A13,C30,B28,PCS,D,C06
L27,17116,A17,C40,B25,PCS,C,C04
L78,13164,A11,C32,B27,PCS,D,C01
L79,19613,A14,C34,B24,PCS,D,C03
L79,16107,A17,C32,B27,PCS,D,C06
L89,14513,A13,C39,B27,PCS,D,C04
L21,12511,A14,C33,B20,PCS,D,C05
L28,15278,A11,C34,B26,PCS,D,C03
L43,13597,A11,C31,B22,PCS,D,C10
L45,12941,A16,C33,B24,PCS,D,C01
L47,13823,A13,C33,B29,PCS,D,C10
L54,11425,A19,C34,B26,PCS,C,C05
L79,10163,A14,C33,B20,PCS,C,C01
L81,16630,A19,C33,B20,PCS,D,C02
L81,13296,A18,C33,B22,PCS,C,C07
L88,16610,A15,C31,B27,PCS,C,C10
L96,10777,A10,C36,B22,PCS,D,C03
L13,18512,A13,C33,B25,PCS,C,C01
L38,12120,A13,C39,B21,PCS,D,C02
L47,14919,A11,C39,B30,PCS,C,C03
L49,11376,A11,C34,B27,PCS,C,C05
L79,11264,A13,C40,B22,PCS,D,C09
L94,10711,A11,C39,B30,PCS,D,C02
L39,19418,A10,C35,B30,PCS,D,C03
L65,19500,A13,C39,B23,PCS,C,C04
L66,10526,A19,C39,B29,PCS,C,C05
L84,17904,A14,C36,B26,PCS,D,C08
L99,10249,A16,C38,B20,PCS,C,C03
L28,12895,A17,C30,B23,PCS,D,C10
L29,10754,A17,C30,B21,PCS,D,C09
L31,19303,A17,C38,B22,PCS,D,C03
L51,18348,A14,C37,B26,PCS,C,C05
L81,17060,A11,C35,B25,PCS,D,C01
L91,14079,A11,C30,B23,PCS,D,C05
L96,18250,A12,C40,B28,PCS,C,C03
L13,10498,A17,C31,B20,PCS,C,C08
L18,10180,A13,C37,B24,PCS,D,C08
L29,16639,A17,C31,B21,PCS,D,C10
L36,14563,A16,C31,B23,PCS,D,C10
L49,18099,A15,C31,B28,PCS,C,C01
L53,15647,A13,C32,B30,PCS,C,C05
L56,15199,A18,C30,B26,PCS,C,C10
L64,11520,A10,C38,B29,PCS,D,C01
L70,14271,A18,C38,B25,PCS,D,C01
L89,18632,A19,C40,B20,PCS,D,C04
L91,19575,A16,C32,B21,PCS,D,C06
L92,18800,A10,C37,B25,PCS,C,C04
L20,12354,A13,C34,B24,PCS,D,C06
L26,12953,A12,C33,B30,PCS,D,C07
L27,10906,A11,C31,B21,PCS,D,C05
L45,11971,A11,C30,B26,PCS,C,C09
L50,19679,A20,C38,B20,PCS,C,C10
L64,10426,A17,C40,B25,PCS,C,C04
L73,15261,A13,C36,B21,PCS,C,C06
L84,10671,A19,C36,B25,PCS,C,C04
L93,11040,A16,C34,B28,PCS,D,C06
L30,12936,A20,C36,B22,PCS,D,C03
L32,15052,A15,C30,B21,PCS,C,C05
L37,12254,A14,C31,B29,PCS,D,C07
L45,11194,A19,C35,B26,PCS,D,C09
L61,19548,A11,C36,B22,PCS,D,C01
L67,15921,A11,C31,B27,PCS,D,C07
L79,12883,A17,C33,B20,PCS,D,C06
L99,16272,A11,C39,B23,PCS,D,C01
L16,18737,A11,C37,B21,PCS,D,C05
L38,16437,A15,C35,B21,PCS,D,C09
L40,18929,A18,C34,B20,PCS,C,C07
L59,11080,A15,C33,B25,PCS,D,C03
L73,13637,A18,C36,B20,PCS,C,C02
L14,12987,A20,C37,B25,PCS,D,C06
L17,10724,A14,C32,B29,PCS,D,C03
L27,12593,A10,C35,B29,PCS,C,C02
L50,19227,A20,C36,B26,PCS,D,C08
L59,19986,A15,C39,B28,PCS,C,C03
L70,18346,A15,C40,B20,PCS,D,C01
L74,15843,A17,C30,B24,PCS,D,C05
L91,10205,A12,C37,B20,PCS,C,C08
L92,15654,A13,C34,B27,PCS,D,C06
L51,14187,A18,C30,B26,PCS,C,C04
L57,16374,A20,C31,B21,PCS,D,C01
L59,17544,A17,C30,B25,PCS,D,C08
L84,17863,A11,C38,B25,PCS,D,C07
L85,12473,A12,C30,B29,PCS,C,C02
L93,10141,A12,C40,B29,PCS,C,C04
L22,14920,A10,C32,B29,PCS,C,C04
L33,14905,A12,C39,B24,PCS,D,C09
L40,14651,A15,C37,B25,PCS,C,C08
L55,11262,A20,C36,B24,PCS,C,C05
L56,14009,A13,C39,B22,PCS,D,C04
L58,18346,A14,C33,B28,PCS,D,C05
L74,15821,A13,C40,B28,PCS,C,C05
L97,11169,A14,C30,B28,PCS,D,C09
L99,12688,A15,C37,B24,PCS,C,C08
L47,15203,A13,C31,B30,PCS,D,C07
L61,12696,A13,C38,B30,PCS,D,C07
L63,13640,A17,C33,B21,PCS,D,C01
L69,14402,A20,C40,B22,PCS,D,C09
L12,13045,A12,C32,B26,PCS,D,C06
L29,17730,A19,C37,B26,PCS,D,C06
L54,15808,A20,C37,B25,PCS,D,C07
L62,10085,A12,C32,B27,PCS,D,C04
L69,13481,A19,C32,B24,PCS,D,C05
L92,16308,A18,C33,B22,PCS,C,C10
L98,13322,A15,C40,B25,PCS,D,C08
L98,15890,A14,C32,B27,PCS,C,C03
L14,13597,A14,C38,B24,PCS,C,C04
L22,14478,A10,C40,B30,PCS,D,C10
L37,18018,A20,C33,B23,PCS,C,C06
L37,12213,A12,C35,B29,PCS,D,C07
L51,18794,A20,C31,B23,PCS,C,C04
L60,16151,A20,C35,B28,PCS,C,C03
L75,18133,A20,C40,B26,PCS,D,C02
L83,16999,A16,C34,B25,PCS,C,C08
L95,14871,A15,C33,B20,PCS,C,C01
L17,12362,A19,C31,B24,PCS,C,C01
L25,15307,A15,C34,B30,PCS,D,C06
L42,12183,A18,C40,B26,PCS,D,C06
L42,12110,A16,C38,B21,PCS,D,C10
L52,17602,A17,C38,B23,PCS,D,C05
L57,12314,A15,C39,B20,PCS,D,C09
L61,18158,A18,C39,B24,PCS,D,C08
L63,11503,A18,C30,B20,PCS,C,C07
L77,18401,A17,C37,B23,PCS,C,C08
L99,18805,A14,C34,B20,PCS,D,C01
L17,13603,A18,C30,B23,PCS,D,C08
L41,12906,A12,C39,B21,PCS,C,C10
L49,10962,A12,C35,B29,PCS,D,C04
L53,10608,A17,C36,B25,PCS,C,C02
L81,15578,A11,C32,B24,PCS,C,C07
L10,15119,A11,C30,B30,PCS,D,C09
L16,19449,A12,C31,B30,PCS,C,C01
L19,19016,A15,C35,B20,PCS,D,C01
