Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency,Quantity(Count),Quantity(Max),Quantity(Min),Quantity(Sum)
L38,19227,A14,C40,B22,PCS,C,C03,1,246,246,246
L38,15400,A14,C34,B22,PCS,D,C01,1,178,178,178
L67,10904,A14,C36,B24,PCS,C,C09,2,793,20,813
L73,12435,A13,C36,B30,PCS,D,C10,1,949,949,949
L83,19601,A16,C30,B27,PCS,C,C07,1,940,940,940
L87,19490,A10,C36,B24,PCS,C,C09,2,570,471,1041
L88,17521,A14,C34,B20,PCS,D,C08,3,850,27,1282
L16,15337,A17,C36,B29,PCS,C,C09,1,778,778,778
L58,18291,A19,C39,B27,PCS,D,C06,2,829,94,923
L77,12245,A10,C38,B24,PCS,C,C06,1,528,528,528
L86,16468,A13,C33,B24,PCS,D,C04,1,793,793,793
L91,19651,A17,C33,B25,PCS,C,C06,1,596,596,596
L13,18135,A10,C39,B27,PCS,C,C10,2,843,370,1213
L97,11850,A16,C36,B22,PCS,D,C09,1,757,757,757
L36,15630,A15,C35,B24,PCS,D,C04,2,608,80,688
L40,15505,A16,C37,B27,PCS,C,C06,2,174,11,185
L42,15544,A10,C40,B20,PCS,C,C05,1,889,889,889
L65,10922,A13,C32,B22,PCS,D,C10,1,647,647,647
L78,12843,A16,C32,B21,PCS,D,C02,1,413,413,413
L88,12691,A18,C30,B27,PCS,D,C07,1,628,628,628
L11,11368,A12,C34,B27,PCS,C,C04,2,400,268,668
L93,12881,A19,C31,B30,PCS,D,C09,2,637,311,948
L67,11073,A18,C39,B26,PCS,C,C08,5,855,125,2560
L71,11050,A15,C38,B25,PCS,C,C08,2,958,914,1872
L76,18674,A14,C31,B20,PCS,D,C10,1,140,140,140
L77,19941,A18,C39,B22,PCS,D,C10,3,990,262,1568
L96,16132,A19,C32,B27,PCS,D,C03,3,191,111,463
L19,15026,A20,C32,B22,PCS,D,C08,2,912,306,1218
L30,19790,A19,C40,B21,PCS,D,C09,2,905,887,1792
L39,17804,A16,C35,B21,PCS,D,C02,2,748,392,1140
L55,16793,A15,C38,B22,PCS,D,C01,1,281,281,281
L62,13124,A18,C39,B30,PCS,D,C10,2,424,294,718
L70,13803,A10,C32,B24,PCS,D,C01,2,681,75,756
L73,18853,A16,C37,B30,PCS,D,C02,1,251,251,251
L92,11738,A16,C38,B26,PCS,D,C04,1,383,383,383
L34,19973,A11,C35,B29,PCS,D,C04,2,736,199,935
L80,18565,A10,C33,B29,PCS,D,C07,1,6,6,6
L94,18557,A19,C39,B21,PCS,C,C05,2,946,231,1177
L15,10250,A18,C35,B26,PCS,C,C06,1,350,350,350
L24,15741,A19,C31,B28,PCS,C,C05,1,356,356,356
L29,11266,A17,C33,B28,PCS,D,C02,1,724,724,724
L46,10236,A12,C32,B27,PCS,C,C03,2,944,423,1367
L52,14725,A10,C34,B25,PCS,D,C02,1,804,804,804
L57,14737,A17,C35,B24,PCS,C,C02,1,955,955,955
L58,18912,A14,C34,B28,PCS,D,C07,1,84,84,84
L62,12136,A10,C36,B29,PCS,C,C03,1,787,787,787
L66,16482,A20,C38,B21,PCS,C,C01,2,931,298,1229
L15,17479,A19,C38,B30,PCS,D,C07,3,907,656,2226
L99,13819,A20,C36,B22,PCS,C,C09,3,671,524,1777
L42,15366,A16,C31,B25,PCS,D,C07,1,215,215,215
L61,18754,A17,C39,B25,PCS,C,C08,1,478,478,478
L80,16846,A15,C39,B24,PCS,D,C01,1,744,744,744
L97,10302,A13,C34,B28,PCS,D,C05,1,183,183,183
L19,14814,A14,C33,B23,PCS,D,C10,2,882,20,902
L24,13992,A12,C37,B26,PCS,C,C06,1,166,166,166
L43,18874,A20,C36,B26,PCS,D,C06,5,270,6,760
L45,10525,A16,C39,B22,PCS,C,C03,1,916,916,916
L72,18757,A14,C35,B20,PCS,D,C08,1,798,798,798
L84,18852,A20,C37,B26,PCS,D,C03,1,425,425,425
L87,19574,A17,C30,B24,PCS,C,C01,2,970,265,1235
L93,12589,A20,C32,B21,PCS,C,C07,1,375,375,375
L18,14801,A16,C39,B29,PCS,C,C02,1,876,876,876
L27,19625,A17,C36,B29,PCS,C,C08,2,918,885,1803
L32,16988,A11,C39,B27,PCS,D,C06,1,559,559,559
L33,19490,A18,C35,B23,PCS,D,C04,3,993,524,2378
L37,12675,A14,C35,B27,PCS,C,C07,1,371,371,371
L64,11265,A13,C37,B26,PCS,C,C05,1,877,877,877
L73,15089,A20,C39,B24,PCS,D,C10,1,776,776,776
L86,17093,A19,C30,B28,PCS,C,C06,2,983,131,1114
L12,11035,A18,C34,B29,PCS,C,C09,1,309,309,309
L94,17897,A19,C34,B28,PCS,C,C10,1,555,555,555
L20,18956,A15,C39,B22,PCS,D,C07,1,728,728,728
L41,15885,A18,C30,B28,PCS,D,C03,1,472,472,472
L51,19955,A17,C30,B25,PCS,C,C04,1,512,512,512
L67,17489,A16,C31,B22,PCS,C,C03,2,301,107,408
L71,17428,A12,C31,B21,PCS,C,C07,1,912,912,912
L78,10326,A14,C36,B22,PCS,D,C03,1,620,620,620
L87,15085,A20,C30,B27,PCS,D,C05,3,874,109,1196
L89,14189,A20,C38,B21,PCS,C,C04,1,3,3,3
L89,15205,A20,C34,B20,PCS,C,C08,1,947,947,947
L27,18368,A13,C38,B24,PCS,D,C05,1,39,39,39
L29,18151,A13,C35,B22,PCS,C,C01,1,105,105,105
L68,18875,A10,C32,B30,PCS,C,C08,3,824,90,1494
L71,11797,A11,C37,B30,PCS,D,C10,1,206,206,206
L80,11001,A17,C37,B27,PCS,C,C07,3,884,192,1422
L83,13799,A10,C39,B20,PCS,D,C05,1,380,380,380
L21,17223,A19,C36,B30,PCS,D,C03,2,684,678,1362
L36,19665,A20,C38,B23,PCS,D,C08,1,578,578,578
L56,10133,A19,C37,B27,PCS,C,C06,2,672,395,1067
L63,18082,A17,C31,B23,PCS,D,C08,3,314,125,650
L73,18125,A17,C31,B25,PCS,D,C03,2,977,751,1728
L82,18355,A15,C37,B24,PCS,D,C08,1,13,13,13
L21,13772,A11,C31,B22,PCS,C,C05,1,185,185,185
L66,10865,A18,C34,B27,PCS,D,C03,5,656,402,2589
L71,18326,A11,C35,B30,PCS,C,C10,1,333,333,333
L82,12095,A12,C36,B27,PCS,D,C06,1,999,999,999
L11,12668,A10,C35,B23,PCS,D,C09,1,918,918,918
L94,13418,A13,C30,B20,PCS,C,C05,1,99,99,99
L29,17464,A12,C32,B30,PCS,C,C08,1,364,364,364
L41,18668,A15,C38,B20,PCS,C,C10,2,821,66,887
L58,17836,A19,C34,B22,PCS,C,C06,2,795,702,1497
L59,11509,A10,C39,B30,PCS,D,C08,5,927,200,2424
L59,13537,A13,C36,B24,PCS,D,C02,3,746,157,1195
L70,10890,A14,C36,B27,PCS,C,C07,1,887,887,887
L85,15814,A15,C33,B20,PCS,D,C02,2,744,614,1358
L28,11215,A20,C37,B21,PCS,D,C05,1,698,698,698
L63,14361,A10,C36,B22,PCS,D,C10,2,708,316,1024
L83,12067,A14,C34,B22,PCS,C,C04,1,39,39,39
L84,13924,A18,C31,B27,PCS,C,C01,1,272,272,272
L88,10799,A20,C38,B30,PCS,C,C01,1,872,872,872
L88,15492,A14,C30,B23,PCS,D,C02,2,690,630,1320
L92,17368,A11,C31,B29,PCS,C,C09,1,698,698,698
L12,11637,A20,C32,B29,PCS,D,C08,1,375,375,375
L93,18590,A12,C38,B24,PCS,C,C06,2,893,790,1683
L32,12221,A10,C32,B30,PCS,C,C05,1,819,819,819
L51,15361,A18,C40,B30,PCS,C,C06,1,13,13,13
L67,10326,A13,C31,B23,PCS,D,C05,3,853,198,1539
L75,11621,A16,C31,B26,PCS,C,C07,1,800,800,800
L75,16975,A11,C37,B26,PCS,D,C10,2,726,276,1002
L92,10664,A17,C30,B30,PCS,C,C04,1,100,100,100
L94,15373,A12,C32,B28,PCS,D,C01,1,287,287,287
L16,11594,A16,C35,B30,PCS,D,C03,1,190,190,190
L99,19701,A15,C33,B29,PCS,C,C03,3,877,354,1680
L22,18145,A13,C40,B20,PCS,D,C06,1,683,683,683
L27,14656,A11,C32,B24,PCS,C,C02,2,970,75,1045
L40,17936,A15,C36,B25,PCS,D,C10,1,910,910,910
L67,10838,A14,C38,B28,PCS,C,C06,4,977,214,3012
L79,17081,A17,C31,B25,PCS,D,C04,1,489,489,489
L84,14860,A19,C37,B27,PCS,C,C02,1,602,602,602
L91,13402,A14,C30,B22,PCS,D,C07,2,906,617,1523
L24,11451,A11,C30,B23,PCS,C,C09,1,759,759,759
L41,16375,A16,C34,B20,PCS,D,C01,2,587,356,943
L10,14186,A14,C31,B24,PCS,C,C02,1,829,829,829
L11,15291,A19,C40,B24,PCS,D,C01,2,631,225,856
L27,11739,A12,C35,B28,PCS,C,C03,2,293,71,364
L29,10609,A14,C31,B22,PCS,C,C10,2,698,606,1304
L43,17669,A17,C32,B30,PCS,D,C05,1,885,885,885
L50,13943,A18,C37,B20,PCS,D,C04,1,764,764,764
L51,19765,A10,C31,B24,PCS,D,C10,3,979,32,1710
L70,14038,A18,C32,B21,PCS,D,C07,1,475,475,475
L83,15279,A16,C33,B20,PCS,C,C10,2,736,507,1243
L87,18312,A19,C36,B20,PCS,C,C04,1,882,882,882
L99,13305,A14,C32,B25,PCS,D,C04,1,182,182,182
L39,18495,A12,C35,B20,PCS,D,C05,2,546,421,967
L64,11711,A20,C31,B24,PCS,D,C09,1,932,932,932
L67,19470,A18,C36,B22,PCS,D,C05,1,788,788,788
L78,18289,A11,C36,B26,PCS,D,C03,2,929,238,1167
L95,17773,A17,C33,B24,PCS,D,C03,1,657,657,657
L27,16564,A11,C32,B27,PCS,C,C04,1,204,204,204
L34,19158,A18,C31,B26,PCS,D,C07,4,813,145,1761
L40,16395,A19,C39,B29,PCS,C,C07,2,948,279,1227
L58,16988,A18,C32,B25,PCS,C,C04,1,971,971,971
L71,16817,A17,C36,B29,PCS,C,C06,1,632,632,632
L19,15235,A11,C34,B21,PCS,C,C08,1,993,993,993
L46,11823,A16,C31,B20,PCS,D,C03,1,792,792,792
L49,15766,A15,C39,B25,PCS,D,C05,1,309,309,309
L67,15740,A20,C39,B29,PCS,C,C02,2,201,195,396
L78,17278,A19,C30,B20,PCS,D,C05,1,411,411,411
L84,13035,A17,C39,B26,PCS,C,C05,2,905,33,938
L90,17921,A11,C31,B23,PCS,D,C06,1,145,145,145
L10,18784,A12,C33,B28,PCS,C,C05,2,128,97,225
L29,11415,A14,C33,B20,PCS,C,C02,1,535,535,535
L35,18506,A12,C39,B23,PCS,C,C10,1,882,882,882
L37,10486,A20,C36,B22,PCS,C,C08,3,994,210,2044
L50,16445,A19,C39,B20,PCS,C,C09,2,445,291,736
L80,10247,A10,C36,B24,PCS,C,C10,2,789,192,981
L89,19593,A17,C30,B24,PCS,C,C03,1,165,165,165
L98,10473,A19,C33,B26,PCS,C,C01,2,553,132,685
L23,18101,A16,C37,B21,PCS,D,C05,2,851,330,1181
L23,14869,A13,C36,B21,PCS,C,C04,1,669,669,669
L23,16642,A18,C34,B24,PCS,C,C04,2,867,30,897
L39,19348,A15,C34,B27,PCS,C,C07,1,309,309,309
L52,12153,A10,C33,B20,PCS,C,C07,1,89,89,89
L70,12078,A20,C36,B30,PCS,C,C10,1,330,330,330
L80,19674,A12,C33,B29,PCS,C,C05,2,705,248,953
L83,17002,A15,C40,B21,PCS,C,C01,2,664,431,1095
L94,15717,A18,C36,B25,PCS,D,C02,1,641,641,641
L36,10654,A13,C31,B25,PCS,C,C03,1,891,891,891
L45,11177,A17,C40,B23,PCS,C,C04,1,25,25,25
L49,16671,A20,C35,B22,PCS,D,C10,2,658,307,965
L71,19660,A20,C39,B21,PCS,D,C02,1,923,923,923
L92,19231,A14,C36,B30,PCS,C,C03,1,732,732,732
L94,13955,A15,C34,B24,PCS,C,C08,1,682,682,682
L99,18629,A16,C39,B27,PCS,D,C08,1,472,472,472
L28,13944,A11,C30,B29,PCS,D,C08,3,698,340,1413
L57,13933,A10,C32,B27,PCS,D,C09,3,954,267,2097
L63,16702,A16,C31,B27,PCS,D,C06,2,512,340,852
L76,11109,A11,C30,B26,PCS,D,C05,1,54,54,54
L87,10042,A13,C37,B23,PCS,C,C07,1,300,300,300
L11,19700,A14,C37,B24,PCS,D,C09,1,200,200,200
L24,17148,A16,C34,B20,PCS,D,C01,1,518,518,518
L33,19721,A19,C37,B22,PCS,D,C06,2,465,56,521
L45,10875,A18,C40,B27,PCS,C,C08,2,497,262,759
L49,16037,A18,C32,B25,PCS,C,C07,1,752,752,752
L66,10216,A18,C38,B27,PCS,D,C06,2,828,478,1306
L77,19147,A13,C38,B26,PCS,C,C09,1,295,295,295
L92,14414,A10,C31,B26,PCS,C,C07,1,65,65,65
L93,13788,A18,C38,B22,PCS,D,C02,3,891,810,2580
L19,14050,A19,C32,B20,PCS,C,C06,3,713,88,1117
L26,12274,A10,C34,B22,PCS,D,C10,1,12,12,12
L27,11921,A17,C30,B20,PCS,D,C08,4,920,114,2038
L32,14985,A13,C31,B23,PCS,D,C03,2,596,489,1085
L41,14254,A20,C40,B29,PCS,C,C08,3,681,273,1335
L48,13657,A10,C38,B25,PCS,D,C07,2,111,32,143
L65,14480,A16,C31,B25,PCS,C,C09,1,530,530,530
L67,12943,A13,C37,B28,PCS,D,C03,2,934,778,1712
L68,12438,A19,C36,B22,PCS,C,C07,1,613,613,613
L83,15908,A12,C31,B22,PCS,D,C07,1,844,844,844
L86,18637,A15,C32,B24,PCS,D,C08,1,92,92,92
L93,13880,A17,C31,B20,PCS,C,C05,1,489,489,489
L19,16914,A20,C37,B28,PCS,D,C01,1,156,156,156
L23,15318,A14,C40,B25,PCS,C,C04,2,797,290,1087
L39,13906,A15,C35,B25,PCS,D,C01,1,700,700,700
L41,12247,A10,C38,B20,PCS,D,C04,2,676,521,1197
L45,13241,A12,C37,B22,PCS,D,C10,2,677,506,1183
L53,10674,A20,C38,B25,PCS,C,C07,1,700,700,700
L62,12490,A17,C40,B25,PCS,C,C09,2,911,24,935
L65,18662,A20,C34,B24,PCS,D,C05,2,765,558,1323
L65,13948,A12,C39,B26,PCS,C,C09,1,54,54,54
L12,13102,A10,C30,B27,PCS,D,C01,1,954,954,954
L16,12635,A18,C30,B24,PCS,D,C09,1,148,148,148
L40,18345,A13,C32,B28,PCS,D,C09,1,890,890,890
L57,12885,A18,C36,B30,PCS,D,C04,1,134,134,134
L61,19773,A13,C38,B26,PCS,D,C08,2,951,17,968
L64,11773,A15,C34,B28,PCS,C,C10,2,661,600,1261
L81,12918,A17,C36,B23,PCS,D,C03,1,524,524,524
L87,14235,A16,C39,B28,PCS,C,C03,1,211,211,211
L14,11588,A14,C38,B28,PCS,D,C04,1,69,69,69
L18,12832,A20,C37,B29,PCS,D,C03,2,777,543,1320
L20,18653,A13,C31,B29,PCS,D,C10,1,134,134,134
L27,16026,A11,C36,B20,PCS,C,C02,2,491,284,775
L33,15474,A19,C31,B20,PCS,D,C03,1,455,455,455
L42,19455,A20,C39,B20,PCS,C,C05,1,362,362,362
L53,10244,A19,C36,B30,PCS,D,C04,1,704,704,704
L64,19329,A11,C39,B20,PCS,C,C07,1,166,166,166
L82,17502,A10,C32,B24,PCS,D,C05,1,622,622,622
L85,19646,A15,C38,B29,PCS,C,C07,3,749,123,1366
L40,16961,A11,C32,B30,PCS,D,C10,1,623,623,623
L40,13477,A10,C38,B25,PCS,D,C01,1,399,399,399
L43,19541,A12,C39,B20,PCS,C,C04,1,752,752,752
L44,16731,A18,C39,B23,PCS,D,C06,2,729,566,1295
L48,16357,A16,C40,B29,PCS,C,C06,1,31,31,31
L55,10119,A11,C33,B26,PCS,D,C06,1,237,237,237
L66,19863,A13,C40,B21,PCS,C,C02,1,266,266,266
L72,16924,A11,C36,B27,PCS,C,C04,2,951,227,1178
L85,17242,A18,C34,B28,PCS,D,C07,1,680,680,680
L22,15842,A11,C30,B29,PCS,C,C07,1,335,335,335
L27,15772,A17,C40,B22,PCS,D,C02,2,676,428,1104
L36,15146,A16,C33,B22,PCS,D,C03,2,37,25,62
L38,13386,A17,C34,B23,PCS,C,C06,1,818,818,818
L39,17519,A16,C34,B21,PCS,C,C09,3,993,10,1433
L40,19162,A16,C32,B27,PCS,C,C09,2,676,614,1290
L51,15202,A12,C37,B26,PCS,D,C10,2,985,79,1064
L53,19282,A19,C32,B22,PCS,C,C04,1,918,918,918
L55,13320,A12,C38,B21,PCS,C,C08,1,452,452,452
L67,10276,A10,C37,B25,PCS,C,C04,1,449,449,449
L89,19312,A20,C34,B21,PCS,C,C03,1,685,685,685
L51,15216,A10,C33,B25,PCS,D,C10,2,677,282,959
L60,19552,A12,C37,B25,PCS,C,C05,2,86,33,119
L66,17947,A19,C31,B22,PCS,C,C05,1,799,799,799
L67,10383,A19,C36,B20,PCS,C,C08,1,416,416,416
L74,13655,A17,C38,B30,PCS,D,C08,1,869,869,869
L75,10310,A15,C34,B29,PCS,D,C07,1,935,935,935
L25,17362,A19,C40,B24,PCS,C,C03,1,666,666,666
L40,12388,A13,C35,B27,PCS,D,C03,1,493,493,493
L43,19209,A18,C38,B25,PCS,C,C05,1,617,617,617
L44,14104,A11,C39,B20,PCS,C,C06,2,248,199,447
L47,15709,A17,C35,B30,PCS,D,C04,1,842,842,842
L67,13485,A11,C33,B24,PCS,D,C08,2,735,166,901
L76,19163,A14,C33,B25,PCS,D,C04,2,761,684,1445
L52,14012,A10,C32,B27,PCS,C,C03,2,832,532,1364
L55,10191,A16,C31,B29,PCS,C,C05,1,949,949,949
L55,16027,A13,C35,B23,PCS,C,C08,2,286,271,557
L62,14408,A20,C34,B28,PCS,C,C09,1,725,725,725
L72,13493,A13,C36,B26,PCS,D,C09,4,410,44,699
L76,17495,A11,C31,B26,PCS,D,C06,2,962,107,1069
L79,11771,A19,C37,B30,PCS,C,C02,1,857,857,857
L86,13206,A19,C40,B23,PCS,D,C01,1,946,946,946
L11,19306,A17,C34,B29,PCS,C,C04,1,946,946,946
L17,11969,A11,C32,B29,PCS,D,C08,2,324,167,491
L41,14570,A11,C30,B21,PCS,D,C10,1,557,557,557
L45,16131,A17,C38,B22,PCS,D,C01,1,213,213,213
L79,10872,A10,C32,B27,PCS,D,C03,1,384,384,384
L80,17034,A10,C40,B27,PCS,D,C03,2,374,364,738
L90,17197,A20,C36,B21,PCS,D,C01,1,489,489,489
L14,15736,A17,C37,B20,PCS,D,C03,1,754,754,754
L28,17280,A10,C39,B28,PCS,D,C08,1,793,793,793
L30,15343,A11,C39,B29,PCS,D,C06,2,308,272,580
L34,10673,A18,C38,B29,PCS,D,C04,1,331,331,331
L48,13672,A17,C37,B25,PCS,D,C02,3,936,371,2134
L50,14136,A11,C34,B28,PCS,D,C01,2,943,904,1847
L58,14713,A11,C31,B23,PCS,C,C04,1,455,455,455
L72,11852,A19,C31,B22,PCS,C,C09,4,824,200,2054
L79,19770,A20,C37,B27,PCS,D,C07,1,413,413,413
L11,16153,A20,C35,B22,PCS,D,C10,2,782,279,1061
L11,16658,A14,C31,B21,PCS,C,C04,2,645,457,1102
L20,14311,A20,C34,B22,PCS,D,C09,2,692,145,837
L23,18632,A12,C37,B24,PCS,C,C09,1,261,261,261
L44,18564,A12,C40,B30,PCS,C,C08,1,144,144,144
L54,13302,A13,C34,B29,PCS,C,C01,1,986,986,986
L57,13054,A17,C34,B23,PCS,C,C07,2,540,320,860
L64,10569,A20,C35,B22,PCS,D,C04,1,778,778,778
L67,13196,A12,C35,B23,PCS,C,C06,2,810,326,1136
L81,15069,A17,C34,B26,PCS,C,C05,1,545,545,545
L91,16028,A20,C33,B20,PCS,D,C05,1,781,781,781
L91,11078,A10,C39,B29,PCS,D,C06,1,468,468,468
L10,18030,A14,C37,B20,PCS,D,C07,1,6,6,6
L13,15601,A14,C35,B23,PCS,D,C02,1,129,129,129
L98,15745,A19,C39,B29,PCS,C,C04,2,859,323,1182
L28,10586,A20,C35,B26,PCS,C,C05,1,718,718,718
L31,18664,A20,C36,B23,PCS,D,C10,1,7,7,7
L54,15201,A11,C36,B21,PCS,D,C10,2,981,588,1569
L69,16727,A13,C37,B26,PCS,C,C09,2,370,248,618
L75,15036,A20,C35,B27,PCS,D,C02,2,637,500,1137
L78,15224,A11,C31,B28,PCS,D,C01,1,674,674,674
L90,12744,A16,C36,B30,PCS,D,C08,1,534,534,534
L13,19186,A15,C36,B26,PCS,C,C05,2,681,370,1051
L31,13331,A10,C31,B24,PCS,C,C09,4,982,212,2160
L83,16735,A11,C36,B30,PCS,C,C10,1,985,985,985
L14,14939,A15,C35,B25,PCS,D,C02,2,415,31,446
L97,12422,A12,C31,B26,PCS,D,C08,1,971,971,971
L34,12291,A12,C39,B27,PCS,D,C06,2,759,172,931
L50,12067,A12,C38,B27,PCS,C,C02,2,378,87,465
L52,10658,A12,C32,B23,PCS,C,C06,2,640,364,1004
L77,10757,A18,C35,B24,PCS,C,C10,1,52,52,52
L78,15169,A17,C36,B21,PCS,D,C03,1,170,170,170
L89,14513,A13,C39,B27,PCS,D,C04,3,993,95,2001
L99,11992,A15,C40,B29,PCS,D,C05,1,355,355,355
L23,15929,A13,C38,B22,PCS,D,C09,1,243,243,243
L27,14390,A12,C32,B24,PCS,D,C07,1,187,187,187
L31,18791,A14,C40,B21,PCS,C,C03,5,795,281,2899
L40,12681,A17,C33,B30,PCS,C,C08,1,672,672,672
L41,15906,A12,C35,B24,PCS,D,C04,2,771,371,1142
L48,13240,A18,C34,B27,PCS,D,C08,1,810,810,810
L50,17808,A13,C39,B20,PCS,D,C09,3,455,26,791
L60,14188,A12,C31,B28,PCS,D,C06,1,514,514,514
L70,19779,A15,C31,B20,PCS,C,C06,2,541,92,633
L13,10058,A18,C34,B21,PCS,D,C10,2,983,315,1298
L97,11614,A14,C31,B25,PCS,D,C10,1,603,603,603
L32,10709,A13,C40,B30,PCS,C,C04,2,671,17,688
L44,12518,A20,C31,B28,PCS,D,C03,1,128,128,128
L52,15289,A18,C30,B27,PCS,D,C04,1,226,226,226
L59,14868,A15,C37,B29,PCS,C,C02,2,841,258,1099
L67,16626,A12,C39,B20,PCS,C,C04,1,365,365,365
L98,11031,A19,C33,B27,PCS,D,C02,1,45,45,45
L30,14931,A18,C36,B26,PCS,D,C01,2,619,338,957
L42,12105,A17,C34,B20,PCS,D,C07,1,127,127,127
L49,13122,A13,C34,B28,PCS,C,C05,3,845,152,1211
L49,12038,A20,C37,B30,PCS,C,C08,1,410,410,410
L81,12931,A16,C36,B21,PCS,C,C02,2,706,539,1245
L86,11588,A18,C37,B24,PCS,C,C08,1,209,209,209
L10,12643,A12,C38,B24,PCS,D,C01,2,162,104,266
L10,17131,A13,C30,B30,PCS,D,C04,1,898,898,898
L37,19118,A13,C36,B28,PCS,C,C08,3,746,517,1833
L54,19714,A10,C32,B28,PCS,D,C09,1,865,865,865
L58,16651,A18,C40,B24,PCS,D,C06,1,688,688,688
L64,13100,A15,C36,B23,PCS,C,C01,2,731,61,792
L64,14835,A18,C34,B20,PCS,C,C08,1,543,543,543
L65,16666,A14,C36,B27,PCS,C,C06,1,237,237,237
L77,15897,A19,C36,B22,PCS,D,C01,3,383,252,1009
L90,14440,A15,C38,B27,PCS,D,C03,1,216,216,216
L17,10778,A17,C36,B22,PCS,D,C03,1,944,944,944
L99,16760,A12,C39,B28,PCS,D,C03,2,375,375,750
L30,11776,A11,C34,B29,PCS,C,C02,1,855,855,855
L33,10308,A15,C31,B27,PCS,C,C06,2,485,167,652
L44,18255,A13,C33,B23,PCS,C,C04,1,262,262,262
L70,13600,A17,C32,B21,PCS,C,C06,1,952,952,952
L76,10213,A15,C38,B30,PCS,D,C05,1,704,704,704
L78,11153,A13,C36,B30,PCS,D,C06,1,543,543,543
L79,12072,A19,C40,B23,PCS,C,C02,1,14,14,14
L18,14799,A16,C37,B24,PCS,C,C09,1,139,139,139
L23,16724,A13,C34,B22,PCS,D,C08,5,975,34,1830
L40,16775,A18,C34,B25,PCS,C,C05,1,511,511,511
L69,13023,A10,C37,B26,PCS,D,C09,1,72,72,72
L70,17704,A10,C32,B21,PCS,C,C05,1,343,343,343
L81,18615,A20,C33,B22,PCS,D,C08,2,354,352,706
L30,16867,A18,C34,B21,PCS,C,C03,1,467,467,467
L34,11411,A17,C34,B22,PCS,D,C06,1,789,789,789
L41,14174,A12,C36,B28,PCS,C,C09,1,442,442,442
L46,10796,A12,C38,B26,PCS,D,C01,1,295,295,295
L50,15255,A13,C32,B28,PCS,C,C03,1,293,293,293
L52,16276,A19,C34,B27,PCS,C,C05,2,912,197,1109
L55,16222,A18,C31,B22,PCS,C,C03,1,379,379,379
L62,19299,A15,C37,B22,PCS,D,C09,3,939,611,2248
L23,11771,A12,C35,B30,PCS,C,C01,1,727,727,727
L23,12998,A17,C38,B22,PCS,C,C05,1,390,390,390
L36,13165,A14,C39,B30,PCS,D,C03,1,509,509,509
L37,11180,A16,C39,B27,PCS,C,C04,1,767,767,767
L55,19535,A20,C33,B23,PCS,D,C10,1,103,103,103
L55,16261,A17,C34,B29,PCS,C,C04,4,380,135,1115
L80,12538,A12,C34,B24,PCS,D,C03,1,960,960,960
L83,16999,A16,C34,B25,PCS,C,C08,3,919,307,1730
L90,11707,A11,C35,B23,PCS,D,C01,2,106,61,167
L10,15054,A14,C38,B25,PCS,D,C04,1,127,127,127
L99,15966,A19,C33,B30,PCS,C,C06,1,980,980,980
L62,13734,A15,C36,B22,PCS,C,C01,1,675,675,675
L34,19744,A13,C32,B20,PCS,D,C07,2,573,472,1045
L38,19095,A15,C30,B29,PCS,C,C01,1,35,35,35
L45,11910,A10,C30,B27,PCS,C,C05,2,393,342,735
L49,15193,A16,C33,B25,PCS,D,C09,1,936,936,936
L72,16666,A12,C37,B20,PCS,D,C01,1,981,981,981
L81,13914,A15,C31,B28,PCS,C,C08,2,520,179,699
L89,13074,A14,C32,B20,PCS,D,C10,1,20,20,20
L99,11184,A10,C34,B23,PCS,D,C07,1,401,401,401
L36,16045,A20,C31,B23,PCS,D,C02,3,844,44,1589
L44,13202,A17,C30,B22,PCS,C,C06,1,339,339,339
L60,15104,A13,C33,B22,PCS,D,C06,1,105,105,105
L61,18992,A13,C33,B23,PCS,D,C01,2,948,590,1538
L65,18475,A11,C31,B20,PCS,C,C09,2,585,115,700
L71,15743,A14,C39,B30,PCS,D,C06,1,495,495,495
L75,12447,A18,C40,B30,PCS,D,C04,1,451,451,451
L18,11295,A19,C39,B24,PCS,D,C10,2,994,106,1100
L22,10450,A19,C33,B24,PCS,D,C08,1,25,25,25
L24,14314,A16,C30,B22,PCS,C,C01,1,437,437,437
L36,11523,A14,C38,B23,PCS,C,C01,1,315,315,315
L40,16944,A19,C35,B29,PCS,D,C05,2,88,43,131
L44,19201,A17,C37,B20,PCS,D,C06,2,666,248,914
L70,12472,A10,C38,B22,PCS,C,C07,1,481,481,481
L72,13532,A13,C33,B28,PCS,C,C07,1,588,588,588
L81,14714,A13,C33,B24,PCS,D,C02,2,772,168,940
L83,18253,A13,C30,B30,PCS,C,C01,1,156,156,156
L92,12908,A18,C30,B29,PCS,D,C04,2,848,605,1453
L14,13922,A12,C38,B29,PCS,C,C02,1,949,949,949
L97,12034,A12,C40,B24,PCS,D,C09,2,781,637,1418
L32,14957,A10,C34,B22,PCS,D,C06,1,91,91,91
L41,11427,A10,C39,B21,PCS,C,C08,1,728,728,728
L48,15897,A16,C33,B25,PCS,D,C09,1,916,916,916
L82,16670,A11,C31,B26,PCS,C,C04,1,623,623,623
L84,12391,A12,C39,B20,PCS,D,C04,1,234,234,234
L88,10006,A13,C34,B29,PCS,D,C04,1,736,736,736
L89,14772,A14,C30,B29,PCS,C,C01,1,666,666,666
L35,13335,A13,C30,B21,PCS,D,C04,1,917,917,917
